asP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.白杨,;Application Service Provider,应用服务提供商"
Aspect,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.样子,外表,面貌,(问题等的)方面"
AsPic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.肉冻
ASPIRATION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.热望,渴望"
ASSASSIN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.暗杀者,刺客"
Assassinate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.暗杀,行刺"
Assassination,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.暗杀
Assault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.攻击,袭击v.袭击"
Assaulter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.攻击者,殴打者"
Assemble,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.集合,聚集,装配vi.集合"
ASSEMBLED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vbl.装配,组合"
assembler,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.汇编程序
Assembly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.集合,装配,集会,集结,汇编"
asSent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.赞成vi.同意
Assert,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"v.断言,声称"
asserted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adj.宣称的(尚待证实的)的
assertion,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.主张,断言,声明"
assertive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.断定的,过分自信的"
Assess,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.估定,评定"
Assessment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.(为征税对财产所作的)估价,被估定的金额"
Assessor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.(财产的)估价员,(收入金额的)审核员,估税员,辅佐人"
Asset,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.资产,有用的东西"
Assets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.资产
Assign,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.分配,指派v.赋值 [计] 将驱动器符重定向至第二个驱动器符"
Assignable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.可分配的,可归属的,可指定的"
assignation,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.分配,指定"
assignment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.分配,委派,任务,(课外)作业"
AssignmentS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,分配
Assimilate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,v.吸收
Assist,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"v.援助,帮助"
Assistance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.协助,援助,补助,<英>国家补助"
Assistant,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.助手,助教adj.辅助的,助理的"
associate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.使发生联系,使联合vi.交往,结交n.合作人,同事adj.副的"
Associated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.联合的,关联的"
ASSOCIATION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.协会,联合,结交,联想"
Associative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.联合的,联想的,[数]结合的"
Assort,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,v.分类配全
AssR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Autonomous Soviet Socialist Republic 苏维埃社会主义自
Assume,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.假定,设想,采取,呈现"
Assuming,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.傲慢的,不逊的,僭越的"
Assure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.断然地说,确告,保证,担保"
Assured,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.确实的,确定的"
aster,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.[植]紫苑
asterID,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.[动]海盘车
asterisk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.星号
Asteroid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.[天文]小游星,小行星,海盘车adj.星状的"
astI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.=Asti spumante
astM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"American Society of Testing Materials,美国材料实验协"
Astral,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adj.星形的
Astrolabe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.古代的天体观测仪,星盘"
Astrology,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.占星术,占星学(以观测天象来预卜人间事务的一种方术)"
Astronomer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.天文学家
Astronomical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.天文学的,庞大无法估计的n.天文"
Asymmetric,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.不均匀的,不对称的"
Asymptote,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.[数]渐近线
asymptotic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.[数]渐近线的,渐近的"
Asynchronous,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.不同时的,[电]异步的"
At,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"prep.在,于,向,对准,在...方面;Austria,奥地利"
atAPI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AT Attachment Packet Interface,AT附件包接口"
ate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vbl.吃 [军] Automatic Test Equipment,自动试验设备"
AThenA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.[希神]雅典娜(智慧与技艺的女神)
Athlete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.运动员,运动选手"
Athletic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adj.运动的
Athletics,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.运动
ATLAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.地图,地图集"
atM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Automatic Teller Machine,自动取款(出纳)机;Asynchrono"
AtMan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.(印度哲学和印度教)生命的本源,灵魂,自我"
Atmosphere,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.大气,空气,气氛"
Atmospheric,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adj.大气的
Atoll,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.环状珊瑚岛,环礁"
Atom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.原子
Atomic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.原子的,原子能的,微粒子的"
atomizer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.喷雾器,香水喷瓶"
Atonement,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.赎罪,弥补"
atria,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[解]心房,心耳,内耳窝,[建](古罗马建筑的)前室,前庭,[动]排泄腔"
Attach,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.缚上,系上,贴上v.配属,隶属于"
Attached,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,a.附加的
Attachment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.附件,附加装置,配属"
Attack,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.进攻,攻击,(用语言)抨击,批评,疾病发作,侵袭vt.攻击,抨击,动手处理(某事)vi"
Attacker,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.攻击者
Attain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.达到,获得v.达到"
Attainment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.达到
Attar,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.花油,玫瑰油"
Attempt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.努力,尝试,企图vt.尝试,企图"
Attend,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.出席,参加,照顾,护理,注意vi.专心,留意"
Attendance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.出席,出席的人数,伺候,照料"
Attendant,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.服务员
Attending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adj.(医生)主治的
Attention,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.注意,关心,关注,注意力,(口令)立正!"
attenuate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,v.削弱
Attenuation,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.变薄,稀薄化,变细,衰减"
AtTest,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,v.证明
Attestation,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.证明
Attic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.阁楼,顶楼,[解剖](耳的)鼓室上的隐窝adj.(古希腊)雅典(Athens)的"
Attire,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.服装
Attitude,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.姿势,态度,看法,意见"
AttrAct,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.吸引vi.有吸引力,引起注意"
AttrAction,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.吸引,吸引力,吸引人的事物"
AttrActive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.吸引人的,有魅力的"
Attractor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.引起注意的人
Attributable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adj.可归于...的
Attribute,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.属性,品质,特征,加于,归结于"
Attribution,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.归因
Auction,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.拍卖vt.拍卖
Audacious,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.大胆的,卤莽的,大胆创新的"
Audibility,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.可听到,能听度"
Audible,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adj.听得见的
Audience,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.听众,观众,接见,拜见"
Audio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.音频的,声频的,声音的"
AudioN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.[电子]三极管
Audiophile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.高保真音响爱好者
Audit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.审计,稽核,查帐vt.稽核,旁听vi.查账"
Auditing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,v.审核
Audition,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.听,听力,试听"
Auditor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.计员,核数师"
AUDITORIUM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.听众席,观众席,<美>会堂,礼堂"
Aug,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.八月(=August)
augment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"v.增加,增大n.增加"
Augmentation,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.增加
augmented,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.增音的,扩张的"
Augury,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.占兆,占卜,预言"
August,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.令人敬畏的,威严的n.八月(略作Aug) August 八月"
aunt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.姑妈,伯母,舅妈,阿姨"
Aura,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.气氛,气味,(圣象头部的)光环 [医]先兆,预感"
AuraL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adj.听觉的
austin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.英国制汽车牌名
Aut,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Association of University Teachers(英国)大学教师协会
Authentic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adj.可信的
Authenticate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,v.鉴别
Authentication,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.证明,鉴定"
author,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.作家,创造者"
authoritative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.权威的,有权威的,命令的"
Authority,权限,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.权威,威信,权威人士,权力,职权,典据,著作权威"
authorization,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.授权,认可"
authorize,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,v.批准
Authorized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.权威认可的,审定的,经授权的"
Auto,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.<美口>汽车
AutoFocus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.(照相机等的)自动聚焦装置,自动对光装置adj.自动聚集的,自动对光的"
Autograph,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.亲笔签名,手稿adj.署名v.署名"
AUTOMATA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.自动操作,自动控制"
Automate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"v.使自动化,自动操作"
Automatic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.自动机械adj.自动的,无意识的,机械的"
Automatically,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adv.自动地,机械地"
Automation,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.自动控制,自动操作"
Automaton,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.自动机器,机器人"
AutoMobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.<主美>汽车(=<英>motor car,car)"
Autonomous,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adj.自治的
AutoRoute,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<法>(法国和法语地区的)高速公路
AutoWorker,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.<美>汽车工人
Autumn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.秋天,成熟期,渐衰期"
Auxiliary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.辅助的,补助的"
Avail,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vi.有益于,有帮助,有用,有利vt.有利于n.效用,利益"
Availability,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.可用性,有效性,实用性"
Available,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.可用到的,可利用的,有用的,有空的,接受探访的"
Avalanche,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.雪崩v.雪崩
Avalon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.阿瓦隆(凯尔特族传说中的西方乐土岛,据说亚瑟王及其部下死后尸体被移往该岛)"
Avast,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,int.停!且慢!
Avatar,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.化身,天神下凡,具体化"
ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.(=avenue)大街,途径,林荫大道  街 Ave(avenue)"
avenge,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.为...报复,报仇"
aver,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.断言,主张"
Average,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.平均,平均水平,平均数,海损adj.一般的,通常的,平均的vt.平均为,均分,使平衡,"
Avert,转移,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,v.转移
aveSta,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.波斯的古经,火袄教的圣典"
avestan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.阿维斯陀语(古波斯琐罗亚斯德教经典<<阿维斯陀>>所用的一种古代波斯语)
Avg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,average
avi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Video for windows 的多媒体文件格式;Audio Visual Inter
avian,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adj.鸟类的n.鸟
avid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adj.渴望的
avN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,aviation
Avoid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vt.避免,消除"
AW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[域] Aruba,阿鲁巴"
AWait,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vt.等候
Awake,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vi.醒,觉醒,领会,觉悟vt.唤醒adj.警觉的,醒的"
Awaken,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"v.唤醒,醒来,唤起"
Awakening,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.唤醒的,激励的"
Award,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.奖,奖品vt.授予,判给"
Aware,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.知道的,明白的,意识到的"
Awareness,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.知道,晓得"
aWaSh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.与水面齐平的,被浪冲打的"
Away,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adv.在远处,到远处,离去"
AWED,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.充满敬畏的,表示敬畏的"
awesome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.引起敬畏的,可怕的"
Awkward,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.难使用的,笨拙的"
Awl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.锥子,尖钻"
Axe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.斧,(经费的)大削减"
axEl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.(花样滑冰)前外一周半跳
Axial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.轴的,轴向的"
Axle,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.轮轴,车轴"
axOn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.(神经的)轴突 轴突(输出端)
ayE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.赞成票,投赞成票者int.是"
aYin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.希伯来文之第十六个字母
ayM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Angry Young Men
azimuth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.方位,方位角"
Azrael,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.死神,死的天使"
Aztec,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.阿芝台克人,阿芝台克语adj.阿芝台克人的"
azure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.天蓝色,苍天,碧空adj.蔚蓝的"
Ba,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[域] Bosnia Hercegovina ,波黑;symb [化]钡 Ba(bariu"
BAA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.羊叫声vi.羊叫
bab,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.巴巴拉的昵称
BaBa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.兰姆糕 <印>孩子,婴儿"
Babe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.小孩,缺乏经验的人"
BABEL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.[圣经]巴别塔,混乱,嘈杂"
Baby,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.婴孩
babysitter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.临时照顾幼儿者
bac,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.用绳子拖的平底渡船,酒桶"
Baccara,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.一种扑克牌的赌法
Baccarat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.一种纸牌赌博
BAch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.bachelor 之略语vi.过独身生活,乡村小屋,海滨小屋"
Bachelor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.单身汉,文理学士,幼雄兽"
Back,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.后面的,在后面,早过去的,前(欠)的钱adv.向后地n.背部,后面v.后退,支持"
BackBit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vbl.backbite的过去式
BackBoard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.后挡板,靠背板,篮板,背板"
Backbone,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.脊椎,中枢,骨干,支柱,意志力,勇气,毅力,决心;骨干网"
BackDate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vt.回溯
BackDoor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adj.秘密的
BackDrop,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.背景幕,(事件的)背景"
Backed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.有背的,有财力支持的"
Backer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.支持者
BackFire,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.逆火
Backgammon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n.西洋双陆棋
Background,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.背景,后台,不重要或不引人注目的地方或位置"
BackHand,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.adv.反手击球(的),左斜体(的)"
backing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.衬背,援助,支持者,赞助者"
Backlash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.反斜线(),后座,后冲"
backlight,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vt.从背后照亮 n.背后照明
Backlog,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.大木材,订货"
BackPack,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"v.挑运n.挑运,背包"
BACKSIDE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.背后,背部,后方"
backslash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,反斜线符号
Backspace,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vi.退后一格n.退格
Backstage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adv.在后台,向后台"
BackStop,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.<美>(棒球本垒后的)挡网,捕手,支持物,支撑物"
backtrack,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"vi.(由原路)返回,退走,撤退,放弃"
Backup,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.后援,支持,阻塞;vt.做备份;adj.候补的,支持性的"
Backward,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adv.adj.向后地(的),相反地(的),追溯,退步,由好变坏"
BackwardS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,adv.向后
Backyard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.后院,后庭,<美>(住宅的)场院"
baCon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"n.咸肉,熏肉"
bad,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"adj.劣质的,有害的,坏的,不利的,不健康的,严重的"
BADe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vbl.bid的过去式
